Subscription_ID,Campaign_ID,CPF,Subscription_Date,Subscription_Value
4488,2,58913790824,2023-06-13,70
5419,12,52205247990,2023-05-04,50
6603,6,45246965904,2023-04-14,60
6896,12,91693158837,2023-11-16,50
3471,13,24683414114,2023-04-11,90
5505,6,82288282760,2023-11-14,70
6413,7,45099729055,2024-11-11,120
3049,1,55213868058,2024-12-13,100
5187,2,43923626766,2024-10-17,80
9924,14,00239658859,2023-06-02,120
6165,9,12686196182,2024-09-22,90
8488,8,10721464298,2023-12-28,90
9869,5,09352792004,2024-06-25,120
9068,5,04511324063,2023-04-23,50
7618,13,58159069533,2024-11-18,90
7349,7,52163276697,2023-01-27,50
6647,9,86614407686,2024-03-22,120
8663,9,99740846314,2024-03-30,70
6180,10,87407055258,2023-04-11,80
7439,9,54390751095,2024-06-22,60
7641,9,67297329560,2023-05-10,120
8529,4,34559855718,2023-12-02,90
5172,3,93158591622,2023-11-30,100
3096,7,88806059620,2023-11-12,60
9809,15,82258470497,2023-02-14,100
7362,15,63495231910,2023-01-22,120
5453,2,04403009149,2023-12-25,100
7633,2,60864343739,2023-01-22,100
6870,3,46200711096,2023-03-06,50
9042,14,44941643284,2024-10-04,80
4760,7,23088892782,2023-04-07,120
6825,1,44156432618,2023-08-25,70
3011,10,63205703878,2024-03-25,120
3216,12,25699574688,2023-05-05,100
6611,1,43970530803,2023-09-10,90
9382,13,62151492928,2023-12-08,100
9566,1,45721367089,2023-12-04,70
4324,10,95906499593,2024-03-04,50
8992,1,33488293253,2024-05-30,120
6645,9,45795322103,2024-12-13,90
3354,10,46767415964,2024-06-01,120
7603,15,10171138897,2024-02-22,50
4495,6,38022257992,2023-10-01,90
7464,14,77210365219,2023-02-16,90
9014,3,04582491766,2024-03-13,100
9747,3,06374532772,2023-11-12,100
9870,5,02040227124,2023-04-06,120
3447,8,95245803461,2023-10-14,60
4600,3,19426775529,2023-12-07,60
6977,7,90307210329,2024-10-07,90
4909,12,89076477422,2024-07-15,90
6122,14,73858943371,2024-11-25,120
6855,5,13467504366,2024-02-14,90
8049,12,48599520375,2024-08-31,100
6612,9,56986095892,2024-12-31,120
9508,4,15706939822,2024-12-24,100
6051,8,75473371504,2024-02-20,100
4788,2,34098567117,2024-01-19,80
3111,3,63301193698,2024-10-13,80
4192,9,31252887430,2024-09-29,60
7427,8,24425459580,2024-11-23,60
3285,5,36330042943,2023-06-18,100
4019,1,15771959593,2023-05-29,80
4490,8,71365753548,2024-01-08,90
6726,8,96136710268,2024-12-14,80
4234,15,39933247291,2024-07-25,100
8401,1,39072126413,2023-04-25,100
7752,2,93481552261,2023-02-02,120
9146,4,45068952216,2024-11-15,50
5338,3,38828481082,2024-01-11,120
6885,3,09643837641,2024-06-04,50
6479,8,59011550296,2023-02-23,100
6418,3,09799534695,2023-04-12,50
3216,7,82777362829,2024-12-24,60
9004,4,01110445263,2024-05-01,90
9794,14,63841452694,2024-05-26,100
5364,4,77969241332,2024-03-29,70
6255,9,58291776262,2024-02-27,70
5088,11,91495318539,2023-02-05,60
5698,1,77809274653,2024-07-02,80
6363,15,72582464431,2023-05-23,70
9396,5,44834758102,2024-05-04,60
4117,7,73006213981,2023-10-19,90
5208,2,96330482608,2024-05-14,70
3870,4,27938462866,2024-02-04,60
9938,9,05721229721,2024-07-16,120
6994,9,88688116118,2024-11-30,90
4609,4,51908329298,2023-10-07,60
5785,4,21131651262,2023-09-19,60
7142,2,85058409799,2024-07-01,60
9183,5,15236053527,2024-11-09,80
3547,13,27147657215,2023-11-07,90
9426,3,83007618719,2023-12-26,120
9616,8,79470901124,2023-05-14,70
3869,14,00722517129,2024-02-05,60
5848,6,19212653122,2024-06-05,50
8496,7,96237669203,2023-12-16,80
6896,12,97954495338,2023-01-26,60
9219,5,43257291842,2023-09-20,80
4997,1,56470952941,2023-02-09,90
8464,15,33982502431,2023-11-22,80
6688,3,62072666321,2023-08-26,100
5164,12,62176133116,2023-07-02,50
8595,4,81183379991,2023-11-03,60
8385,15,68467055407,2024-05-02,60
4568,12,34667856334,2024-01-07,90
8712,6,13439552592,2024-08-18,70
3711,2,88392741594,2024-06-09,120
8235,12,52928328476,2024-03-15,80
7524,2,99914447822,2024-09-08,80
3793,8,39168761682,2024-06-19,90
5472,13,60142262131,2023-01-09,90
4569,4,19572069224,2024-02-15,60
8839,7,05183339697,2024-08-12,100
5754,12,25442000564,2023-12-26,50
4590,8,52784810701,2024-09-01,50
7978,5,21737283816,2024-01-21,90
3788,5,62563025285,2023-08-11,80
3713,2,25960645170,2023-03-12,60
5742,7,95593333718,2023-04-22,100
6718,2,18502713231,2024-06-15,50
4072,3,55706514272,2024-08-14,80
6438,10,77226541792,2023-09-07,60
9539,11,96884797834,2023-03-03,70
7016,11,56527944769,2023-12-14,70
4553,1,46085591479,2023-02-08,80
3363,5,60683350554,2023-02-02,90
8066,6,37477467822,2024-08-05,80
4301,1,80614429262,2023-03-30,60
3812,8,75486178545,2023-04-30,100
8756,3,75368285493,2023-07-04,50
4679,3,69371264549,2024-12-09,70
8332,1,17364484107,2024-08-27,60
6804,8,58130777444,2023-06-22,100
5010,4,83565620003,2023-01-10,90
5075,14,88728666995,2024-12-14,70
8424,5,43085270096,2023-06-14,90
4714,3,94676950574,2023-03-27,80
7913,6,14432702147,2023-01-13,80
8284,6,40239694415,2024-09-06,50
7234,9,88119877951,2023-07-06,50
3764,13,62317172586,2024-09-30,100
7471,7,27757891729,2024-07-10,50
5971,14,28672826289,2024-09-22,90
6001,9,45991397311,2023-09-27,70
6132,13,99122064781,2023-06-01,70
4477,10,06975365601,2023-06-22,100
5281,4,23803711956,2023-09-06,60
9254,15,19513135322,2023-07-23,70
3322,2,69144863578,2023-08-14,50
7726,4,93062646062,2023-04-03,100
8792,6,26766988402,2023-06-05,70
3531,3,87139734155,2023-07-11,70
3465,2,81622960195,2023-10-10,80
7155,15,56844995928,2023-02-04,120
9418,13,12692267050,2023-01-23,90
9424,13,86014547713,2024-08-05,60
5896,9,14252463109,2023-04-11,80
4886,14,25296327980,2024-10-01,50
7447,10,10338936046,2024-12-14,50
5546,11,23640859738,2023-07-03,80
7618,3,91306217430,2023-10-01,100
4543,1,29416042430,2023-11-29,120
6465,11,81580516731,2023-02-11,90
4835,15,11785507684,2023-03-25,90
6503,7,78968711560,2023-09-17,90
9873,1,62574699870,2024-06-05,50
8284,13,52575148513,2023-03-31,100
4978,13,93156688526,2024-12-01,60
5325,14,53467170133,2023-03-31,100
4338,4,79127429227,2024-04-03,100
5216,12,09949424906,2023-03-13,50
4705,10,82534965479,2024-02-02,50
5312,1,59661298316,2023-01-08,90
8491,10,39013111692,2024-01-03,90
7325,6,52319906458,2024-11-18,60
8949,6,66460783600,2023-06-28,50
6046,7,48150795240,2023-04-19,60
4012,1,64358062641,2023-05-18,80
5493,12,80001503384,2023-11-11,120
6657,3,58809349706,2024-11-06,120
5948,11,28235789092,2023-02-24,80
8539,5,84785789665,2024-08-06,80
7900,9,21033867626,2023-12-16,120
7520,2,77456678985,2023-09-22,50
6575,7,41256780593,2023-08-14,50
5083,9,60935727843,2023-02-22,70
3449,11,81760866620,2023-11-11,50
3170,11,89097708900,2024-07-21,80
7503,7,10789490818,2024-02-28,100
3163,1,89216741697,2024-07-17,100
8509,1,85533971155,2024-09-11,60
7387,13,44071807347,2023-07-27,50
7512,13,56655155443,2023-11-24,50
7510,9,43859791406,2023-09-30,120
8006,1,28444907267,2024-10-25,80
3699,3,28252433201,2024-03-13,50
6234,6,27518396701,2023-01-23,90
8917,12,96181195950,2023-02-12,60
4113,2,79174962011,2024-09-07,90
7654,5,74346609640,2023-05-29,60
9390,14,03261876340,2023-03-07,120
4759,1,38665608698,2023-11-25,70
6098,8,00440137649,2023-08-10,70
7414,15,82077502143,2023-09-24,100
4738,6,88327040267,2024-06-27,90
4761,4,17353003640,2024-01-08,70
4436,6,61192618906,2023-05-18,50
3618,3,89575406317,2023-03-07,50
3033,7,79261867176,2024-07-22,120
5386,10,51377313745,2023-01-04,90
7866,4,55609172230,2024-11-10,70
4552,3,01891969868,2024-07-31,70
6299,4,43015379467,2023-09-25,90
7728,3,78735723083,2023-08-19,70
3938,14,66973108219,2023-06-03,60
8922,14,68118485453,2023-11-28,60
7527,1,79099004106,2023-07-30,50
8900,13,15137190976,2023-03-27,80
7832,2,93031441665,2024-12-04,120
6715,15,91010760922,2024-03-19,60
8915,1,52074756279,2023-05-07,100
4117,5,64056220384,2023-10-13,70
6785,5,01726814516,2023-09-19,100
8834,14,42895088334,2024-02-15,70
8918,11,73375905060,2023-09-18,50
8171,11,35315530092,2024-11-09,50
9041,4,80431452485,2023-12-27,60
9697,8,77432828465,2024-06-27,50
6036,1,67409961351,2023-03-23,70
8996,6,81844105653,2023-11-27,50
7675,3,56651240231,2023-07-15,90
6774,5,20187149751,2024-07-10,60
5196,9,02830078926,2023-07-02,70
8138,6,85947828481,2023-05-01,90
7302,11,69366803820,2024-09-18,90
6072,4,16871652181,2023-01-11,120
3552,12,59588949306,2023-04-26,70
9036,5,47342715787,2023-06-16,60
4444,6,52005668890,2024-02-08,50
8231,4,88158675069,2024-04-04,60
7917,13,20956243963,2023-05-19,100
6301,3,59757777045,2024-09-03,50
8747,13,38041523815,2023-04-25,70
3967,12,48487511486,2023-05-15,80
7180,14,98527603255,2024-10-19,120
7059,7,07330942054,2023-10-05,60
7155,3,65150790045,2024-12-27,70
6708,6,87216096216,2024-08-22,120
5708,7,50801287570,2023-12-27,100
4332,11,92614839911,2023-12-22,80
3981,13,68942365978,2024-05-08,120
4882,3,82041724142,2023-06-09,50
9777,7,56765746344,2023-10-03,60
9969,9,53104819047,2024-05-03,100
5806,8,82570825074,2024-07-07,50
5130,6,71385873292,2023-07-28,70
8916,6,25802752406,2024-10-20,90
5894,14,42940674361,2023-10-14,60
9825,14,90274479594,2024-11-28,80
6241,12,27478626053,2023-11-17,80
9242,5,03811748212,2023-06-01,70
7712,2,39541006504,2024-09-25,100
3104,1,23194809128,2024-05-23,80
6858,14,80462823829,2024-05-03,80
4627,13,38050735385,2023-10-07,80
4234,3,75465051147,2023-03-18,100
9374,14,01861333801,2023-02-18,60
7561,7,12694249042,2023-04-02,100
6394,15,17857998015,2023-02-15,60
9725,6,81539862226,2024-11-12,90
3395,9,16307677753,2024-09-04,70
7150,12,62979540302,2023-07-28,50
8333,15,87370663297,2024-05-15,50
7965,13,56124030953,2024-01-19,70
9419,11,62825711522,2024-07-15,80
9034,9,08500508754,2024-05-21,90
7321,2,59727000860,2023-07-24,70
4343,1,54330577542,2023-01-04,60
4339,5,63458628261,2023-04-15,60
4945,2,37119370399,2024-08-01,80
3910,5,03404406695,2023-12-21,50
7415,6,65411224739,2023-03-06,100
3652,1,70650788875,2024-05-31,70
7969,3,54632337965,2023-01-24,120
9087,1,37155921551,2023-06-22,90
9665,1,68811293757,2024-10-15,60
9329,8,00185912412,2023-08-19,90
7975,11,78920319586,2023-12-23,50
5378,14,93596625143,2023-01-09,70
5057,2,54700171915,2024-08-15,100
9946,11,21861127217,2024-05-13,100
9059,4,51405227686,2023-05-18,70
5943,14,58436248591,2024-08-08,70
5794,5,24751015376,2023-05-20,80
4077,7,26310635099,2023-05-28,70
9202,2,10891639757,2023-09-24,50
7875,9,36792160556,2023-11-27,90
3425,12,41511525726,2024-09-02,50
8261,11,01346657865,2023-02-26,120
5636,8,68067755525,2023-06-26,120
7409,3,07167900842,2023-12-19,70
6601,9,49484003097,2024-07-31,60
3116,4,51969820546,2023-12-29,80
8502,8,87974810760,2023-06-26,80
4483,10,75684114488,2024-02-12,50
8197,9,03618250203,2023-11-08,70
7233,14,17177576339,2023-11-02,60
8597,2,99333370572,2024-07-26,120
3358,9,77345848740,2024-11-09,50
3406,5,37238030137,2024-08-08,50
9944,13,64226123576,2024-04-28,80
6310,7,32035336492,2023-02-04,90
8490,9,82136312586,2024-01-24,50
3416,1,28516743502,2024-05-02,70
6685,5,12716533231,2024-06-30,100
7292,10,84478184636,2023-02-19,50
8353,4,27621638135,2023-06-25,120
5336,12,41152303616,2023-08-28,120
9729,10,99069592196,2024-02-08,50
7306,9,33340577343,2023-11-01,50
9781,5,95881877812,2024-12-11,50
7953,7,46000102925,2024-10-03,60
3034,6,63116895352,2023-04-24,100
3272,6,61724135405,2023-07-08,60
9342,9,32046580771,2024-05-21,60
8612,9,43983146015,2024-03-06,120
9840,3,08807246863,2024-03-30,70
4831,12,38201633743,2023-12-14,60
5029,9,43390407816,2024-05-23,90
4945,2,44748591921,2024-09-25,50
6617,12,59912414524,2023-03-11,50
5734,7,05847429077,2024-05-21,60
7673,2,08829272323,2023-12-30,100
7996,9,64601447233,2023-10-08,60
9801,1,68839140997,2023-03-10,90
7808,7,22103684208,2023-08-23,60
9783,2,10887964319,2024-03-27,60
9637,14,12641785267,2023-09-09,90
4331,1,83297112273,2024-11-08,60
3178,3,58872812092,2024-03-03,100
3737,14,50265230230,2024-01-08,80
6766,13,50583430807,2024-08-30,60
4816,4,58042096193,2024-05-21,70
6510,2,78795768534,2024-03-22,100
3090,12,72646762100,2024-07-12,100
7110,6,94266009637,2023-01-22,50
3236,10,25860060443,2023-09-22,90
7363,2,33867318380,2023-03-09,100
8025,4,15168364779,2023-08-12,80
5465,15,98720894374,2024-04-19,90
8228,12,68429873241,2023-11-21,80
9712,6,94986679807,2024-08-25,80
8517,8,31804967608,2024-09-23,70
7430,11,65512399155,2023-07-10,70
9659,3,41048570947,2023-10-18,60
4485,4,30287645344,2023-05-30,80
7662,15,95551397057,2023-11-22,80
8408,9,23468700194,2024-03-01,70
8913,5,93932846723,2023-12-07,50
9618,11,09188049585,2024-07-07,120
4593,3,10482996440,2024-03-24,90
6430,7,50989994379,2024-11-05,80
8920,4,29481014904,2024-02-01,70
8181,7,98874677904,2023-03-26,120
6159,4,19659891389,2024-10-25,80
5549,1,76844059670,2023-08-14,50
8738,8,63147512991,2023-04-01,100
4201,6,08614232934,2023-05-01,50
7135,5,08397427776,2023-12-08,80
4159,13,63535919702,2024-02-12,60
8646,1,39376483338,2024-05-30,80
7763,12,06950462280,2024-02-25,90
4986,5,19725161134,2023-04-21,50
7304,7,66994384956,2024-10-11,120
6569,14,43853511460,2023-02-08,90
3430,14,78456306433,2023-05-18,100
4624,12,25536253331,2023-05-11,100
5490,6,03781301668,2023-04-23,70
4938,12,55642546637,2023-12-23,120
7962,6,03710868524,2024-02-23,90
3023,1,61777506560,2023-01-06,80
4132,14,05440733448,2023-04-10,120
9460,14,07107790170,2023-03-10,60
7543,2,05113156607,2023-07-27,80
4116,15,45000393425,2023-07-03,90
8102,7,08610240107,2024-12-17,80
3803,9,43911300712,2023-07-10,50
7491,2,40244142232,2024-01-16,60
3228,2,11308378390,2023-03-02,120
7748,13,13368597597,2023-03-15,120
4204,14,54121665382,2024-03-24,90
4315,4,96819749655,2024-07-07,90
6036,8,13339098215,2023-04-22,60
4739,8,59585238271,2023-12-02,70
8591,9,78619310151,2024-11-19,100
3979,9,88018534365,2023-08-06,100
4889,9,88588264432,2023-10-13,100
8755,4,49844042175,2024-01-30,90
4706,11,24490510848,2024-07-15,50
6662,10,36532438143,2023-11-07,60
8145,14,33806367324,2023-11-09,90
3310,12,24324612671,2023-06-03,80
7379,10,23849819287,2024-05-11,50
7318,2,31484356718,2023-09-10,80
8038,3,48974913544,2023-02-28,80
3800,6,44531445858,2023-12-23,60
8825,12,80097250849,2023-03-25,60
4040,4,15083917272,2023-12-23,100
3912,4,00106463319,2023-07-07,60
6788,9,14126565618,2023-10-21,60
8542,15,61334156414,2023-07-16,50
9416,7,75212049585,2024-06-23,100
7865,8,03372187207,2024-10-02,50
4710,1,29478696237,2024-03-03,60
6070,2,99396289053,2024-08-20,50
6788,8,55494839290,2023-05-09,50
4830,3,13232133779,2024-09-09,80
3134,9,24669787868,2024-05-05,90
6575,3,80501544767,2024-02-27,120
5081,10,77135124185,2024-06-01,60
8558,5,18832351969,2023-09-04,80
8653,3,58498490488,2024-07-26,50
5445,1,11556891612,2023-03-19,80
7161,6,00767907548,2023-12-31,60
8688,15,85650218668,2023-12-07,90
5160,7,12396630247,2023-08-09,120
5210,7,75094452216,2023-03-19,70
5551,3,77671422021,2023-09-21,100
4576,15,16582293109,2024-12-18,50
6670,12,19562248746,2024-08-05,70
3913,12,60401062974,2023-04-17,60
6448,7,21382442411,2023-08-10,60
3858,8,36050543142,2024-03-11,70
5004,4,77347873664,2023-11-16,120
6080,3,68568337086,2023-08-08,90
4528,5,64310697635,2023-01-29,100
3400,5,60465398112,2024-02-09,60
4067,9,52050385285,2023-02-19,100
5761,14,65861631814,2024-04-19,70
9879,3,89590356631,2023-01-31,80
7572,15,33646322112,2023-04-16,50
3185,10,07733076428,2024-07-28,70
9875,2,76226656193,2023-10-29,70
3768,1,21364029595,2024-06-04,60
7487,3,80853520203,2024-05-02,70
3922,7,53106033100,2023-05-31,80
8006,1,92306038532,2024-04-16,80
8186,5,15388703576,2023-03-30,80
4028,3,16840033890,2024-04-17,90
9882,1,91681182586,2023-06-09,50
6393,8,60628552502,2023-12-19,120
6239,10,93003221366,2023-05-08,70
3998,8,65435230987,2023-06-02,90
9080,13,91902829445,2023-11-21,80
4379,11,86655179334,2023-09-08,100
3502,8,92258305796,2024-04-11,120
4983,14,82133663145,2023-06-25,60
9818,5,01560201191,2024-01-09,90
9112,7,93744093072,2023-05-25,70
5100,5,97699036776,2023-12-06,70
4792,7,87609134852,2023-09-13,120
9873,11,77517209291,2023-10-27,60
8269,5,92591764242,2024-02-18,100
8806,13,23082007016,2024-05-09,120
7826,8,70975039101,2024-10-18,60
6297,12,92859282798,2024-06-05,70
7431,4,26429856419,2023-03-25,70
7589,3,34122037160,2024-04-06,70
7610,3,72010823021,2023-08-02,80
3632,4,12966499783,2023-07-12,70
8521,5,79512943963,2024-03-23,70
9464,8,00484005089,2024-08-12,60
6733,14,76201834297,2023-02-24,50
6256,8,95551119858,2023-07-21,100
7036,4,42403733398,2024-09-08,50
8012,2,14571014734,2023-03-26,80
3508,1,86825286706,2024-07-27,50
8821,1,58389609974,2023-08-26,80
5984,10,68676034788,2023-07-03,50
8199,3,86676380213,2024-10-30,50
8833,3,35536281098,2023-11-10,80
3011,6,80394187418,2023-07-19,100
7575,5,64779572504,2023-07-26,90
7505,6,92139080900,2024-01-26,50
6570,4,25797009371,2024-12-21,70
8121,12,72649468400,2024-11-15,70
6938,6,06489771706,2023-12-11,120
8063,15,58458760239,2024-11-18,60
6336,6,17960621040,2023-06-04,120
9738,12,17519146916,2023-08-24,90
4595,13,15752525844,2023-03-06,60
8187,13,69968444053,2023-09-23,50
7059,15,31706757254,2023-10-01,80
3451,6,91855090630,2023-03-01,90
8648,12,60363373499,2023-10-19,60
4031,3,17867090091,2024-02-07,60
6683,7,27474822036,2024-04-02,60
4045,14,61819593065,2023-06-28,70
3283,13,10487690457,2024-08-13,120
7218,12,73813125442,2024-06-02,80
5263,7,72853032773,2023-08-22,70
4088,6,45098509192,2024-11-19,80
5414,1,91023445939,2023-12-12,90
9591,5,39933445118,2023-09-21,60
3237,13,06200789337,2023-09-25,60
4515,5,08019447899,2024-04-22,120
4077,15,34593992611,2023-11-25,90
7553,15,37462970605,2024-04-04,60
3664,12,31183303988,2023-04-27,80
5742,2,41973732192,2023-06-18,60
5866,9,32904587923,2024-03-25,90
8014,13,30937429021,2024-12-17,100
9278,14,17031918424,2024-12-25,100
8458,5,45257009547,2023-03-31,120
4321,14,55610396021,2024-08-18,120
3819,4,47101533288,2023-01-02,70
5201,7,20124791789,2023-02-04,60
9765,2,57840261259,2024-04-09,50
5308,4,99151611501,2023-09-10,120
8048,2,79928200476,2024-11-19,120
4040,4,34728854697,2023-05-07,50
7079,6,97805127738,2023-11-11,90
7458,3,11596796029,2024-02-28,60
7743,6,63726177964,2023-01-12,120
6102,1,01806724836,2023-03-04,60
6779,14,02089902842,2024-10-19,70
8023,11,99349058726,2023-02-05,100
9963,2,14653821480,2023-10-03,120
6086,11,78621166770,2023-03-02,80
8142,7,76866991408,2023-03-29,100
5207,15,83550209819,2023-07-15,90
4725,12,97013717725,2024-06-22,80
6959,3,74535584518,2023-08-29,60
8780,15,74265672732,2023-04-23,90
5630,14,87670509464,2024-10-16,70
4388,10,50651160732,2023-02-01,120
9331,3,83008231712,2023-01-03,100
8009,14,63917113792,2023-08-02,70
9452,9,09672326523,2023-12-10,120
9185,3,34810131753,2024-06-03,80
5560,6,90669851582,2024-09-19,100
9082,12,27054730290,2023-03-02,120
3713,8,84126241782,2024-09-23,50
3778,3,26636701714,2023-02-08,60
8491,14,10543212404,2023-07-13,70
4831,12,70692341003,2024-05-21,100
9078,9,84272752945,2023-03-21,60
4738,8,63026452123,2023-09-27,60
8218,3,47262025690,2024-07-24,100
6387,7,82393770813,2024-05-23,100
7322,10,03974057077,2024-06-29,60
8499,15,70418796803,2023-10-18,80
4076,9,58783720645,2024-09-25,50
4075,3,11552949256,2023-08-02,100
8502,15,94056320038,2024-10-22,60
6374,12,76386738613,2024-05-31,120
4290,12,25257065356,2024-05-21,120
3751,14,59085564630,2023-06-29,90
9083,3,23177001924,2023-03-20,80
6339,5,28245899122,2024-05-08,50
4388,6,05320639264,2023-03-08,50
9962,4,00524622563,2024-10-09,100
7865,6,05940818532,2024-07-04,80
7088,3,46366139467,2023-05-26,90
5121,5,88213273010,2023-09-03,50
3681,11,16996865610,2024-01-23,70
9832,4,85927365944,2024-08-20,60
5569,3,63894494579,2024-08-27,100
8086,5,09480285453,2023-07-24,80
4567,9,68627359046,2023-11-28,80
6035,10,16739499425,2024-08-11,120
6657,4,56954885229,2024-12-28,70
5863,10,49045551674,2023-06-30,100
5770,4,29337503981,2024-11-05,70
4881,6,28235287288,2023-09-19,80
3843,2,96320880888,2024-07-09,90
9129,6,00595502603,2024-06-10,90
9632,15,10771851853,2023-06-18,120
7251,9,61002300514,2023-08-09,70
8877,2,71467568700,2023-10-17,90
8802,7,18555270435,2023-03-22,120
7022,15,04784284235,2023-06-15,90
6732,6,02297033202,2024-06-01,70
5828,7,08124756673,2024-04-13,120
5498,8,44534199948,2024-09-30,120
5911,5,67011725957,2024-02-18,60
3234,15,19631939386,2024-03-12,60
9455,5,79333417692,2024-06-24,50
7158,10,70490779536,2024-01-10,80
6715,15,29881759275,2024-08-25,60
4082,7,40543176050,2023-12-28,120
3070,12,11090831046,2023-02-22,50
9292,7,39487823958,2024-02-27,120
6553,1,08960026970,2024-01-12,100
8956,14,76092517121,2023-11-12,90
9943,3,99429803129,2024-06-29,50
9595,3,08450464730,2023-04-07,80
9775,14,95690145469,2023-12-10,80
9767,10,39220081023,2023-06-04,70
5930,15,52948730059,2023-09-30,60
7927,3,97766909025,2023-10-16,80
9004,7,41760321230,2024-03-31,80
9380,2,77975384269,2023-11-22,60
8501,7,18370895540,2023-07-29,90
4266,1,80580291623,2024-04-26,80
6615,2,43704356214,2023-08-27,80
9349,5,50462443800,2023-09-16,70
9438,7,17095343342,2024-04-01,90
5940,12,31983377586,2023-11-30,60
9268,10,12730698838,2023-03-04,50
5487,2,23387222845,2023-10-03,60
3157,7,23596651646,2023-07-07,70
7486,9,00644910072,2024-12-19,60
5480,15,55059260476,2024-06-27,90
9513,3,37912549672,2024-05-29,70
9638,8,79223484099,2024-11-02,120
8016,7,47059267813,2023-11-22,60
4625,10,84677266724,2023-02-16,80
7205,12,45639666946,2024-04-16,50
6891,15,54088874039,2023-11-22,90
5515,6,04112495756,2023-03-28,120
3662,5,94942953899,2024-02-12,50
9425,2,51042911180,2023-06-29,120
5503,15,39168300819,2023-03-05,100
5563,12,34759092478,2023-08-02,50
6363,11,93367902674,2023-03-12,70
7688,11,88284832276,2023-01-15,70
6003,11,34876911253,2023-12-06,120
6608,9,63438618753,2024-09-27,100
5849,13,71682175321,2024-01-23,60
7481,1,69366005962,2023-12-14,60
9615,11,37321647531,2024-12-24,120
6734,7,70943202124,2023-04-07,60
5856,15,34083426956,2024-09-28,90
4455,3,30442404195,2024-04-09,70
6070,1,01618090873,2024-02-12,50
9685,4,51682830498,2023-02-13,100
4093,3,57863703176,2023-04-17,90
8879,2,78186156433,2023-09-30,60
4097,13,74380614279,2023-04-20,60
6376,5,16330542110,2023-01-03,100
8572,3,43266814086,2024-11-07,120
8198,4,57847800157,2024-08-20,90
6387,6,49642971919,2024-07-31,60
7752,13,95277517201,2023-01-29,50
8375,1,44365468797,2023-11-04,100
7604,6,64440957806,2024-02-22,100
9004,1,05395431280,2023-10-04,100
8253,7,34065678095,2023-09-02,80
6404,4,23367536184,2023-01-01,100
4402,4,66475315357,2024-03-19,120
8503,8,76617986615,2023-06-27,80
6492,11,47900769313,2024-05-08,100
3337,12,46335948488,2024-04-07,70
8319,11,77264315314,2024-05-02,120
5849,6,29045517039,2023-10-02,100
5057,9,04638850029,2023-04-19,70
5677,14,95361622437,2023-12-08,60
3390,9,58573797417,2024-08-03,60
5852,4,23396697690,2023-04-29,50
6307,5,72289904288,2024-11-18,50
4384,14,79418195051,2023-06-24,70
5939,7,82177323883,2024-04-06,80
7228,7,99304496574,2024-05-23,80
3280,12,21960943116,2024-04-30,70
6562,10,77792706590,2023-07-24,70
6277,2,05465827602,2024-03-07,80
3240,6,98676758468,2024-07-05,50
9699,13,79035758746,2023-06-30,70
3918,6,95086331283,2023-06-20,70
7833,10,54099545096,2023-06-26,60
9299,4,22714218333,2024-04-28,80
7272,4,73615200747,2024-06-06,80
9656,5,58609387059,2024-11-01,90
7591,2,82937149397,2024-10-09,70
9822,14,27630251500,2024-09-19,60
3043,15,21761626425,2024-03-03,50
7039,6,69689242832,2023-03-25,50
6915,13,54774257423,2024-08-06,100
7795,12,47753856748,2024-05-12,90
6638,1,15696347342,2024-01-01,80
6816,13,95712184406,2024-11-15,70
5490,2,64045088302,2023-07-15,90
3471,10,13640912771,2024-06-28,50
8271,6,01576404028,2024-12-24,70
6772,10,34192759977,2024-10-31,70
3959,10,24208156174,2023-12-28,120
5140,7,21978240453,2023-03-31,50
3118,5,93463999056,2023-06-18,120
4355,12,52143227924,2023-09-28,70
4469,15,04450692660,2024-12-20,90
9776,7,22590614800,2024-02-18,90
3679,1,11897119941,2023-02-10,120
3382,7,37196213192,2023-07-14,120
7135,11,87027384926,2024-10-09,80
3135,8,89695438458,2023-10-29,100
6417,13,04491097533,2023-06-30,70
6057,11,44963733615,2023-12-24,60
8347,5,34055764474,2023-11-11,50
6297,12,15536337033,2024-05-24,120
8860,5,01017321717,2024-06-24,120
9186,10,24053547214,2024-08-01,90
7988,13,11945549359,2023-01-25,80
4028,1,04739188126,2023-08-20,80
8889,9,06871588258,2024-08-09,90
9417,7,69791665093,2023-01-09,90
9727,13,24079950386,2023-03-10,70
7976,13,40611908890,2023-01-09,90
5300,4,79110076680,2023-07-29,60
3921,15,13810043686,2023-12-21,100
9941,12,28589165530,2024-03-04,100
4583,7,68058280805,2024-03-13,90
3183,5,93858712870,2024-04-16,120
9539,8,05794742617,2024-03-04,120
7919,9,85199855372,2024-04-12,90
5310,4,33145258408,2023-10-11,80
5355,4,13939905302,2023-04-23,50
4445,3,76305654137,2024-03-03,80
9676,13,12995108749,2024-11-19,50
9659,10,36734582922,2024-02-01,90
3995,10,29979800915,2023-10-13,50
6290,9,46817776822,2023-07-23,100
7017,10,16331823744,2024-12-09,100
6019,13,83084264061,2024-09-29,60
9855,3,98461083022,2024-01-03,120
4425,11,09474165226,2023-08-12,120
7456,1,81852253107,2023-10-16,60
4479,10,58374527149,2023-03-06,120
5011,7,07833693618,2023-08-31,60
8673,15,62550836166,2023-07-04,70
3554,10,77553951752,2023-08-19,60
3743,8,24325690467,2023-11-05,120
3005,15,52179551052,2024-03-04,120
