Impression_ID,Campaign_ID,CPF,Impression_Date,Email_Opened,Email_Clicked
71719,3,17433038979,2024-08-11,Yes,No
38973,5,72704218241,2023-07-01,No,No
69020,4,76305021393,2024-09-23,Yes,Yes
36402,2,95749121334,2024-03-14,No,No
33459,8,17285764872,2023-04-24,No,No
53881,8,63118931879,2024-09-26,No,No
97779,4,53296472200,2023-08-11,No,No
32294,8,26796176095,2023-07-27,No,No
36235,3,12202543123,2024-07-24,Yes,Yes
10257,9,15380065990,2024-10-23,No,No
22959,3,31026652981,2023-07-24,Yes,Yes
68627,11,68023914141,2024-08-31,Yes,No
94595,1,01296755727,2023-03-03,Yes,Yes
60202,1,00509755807,2023-03-30,No,No
94923,4,46141558032,2024-08-31,Yes,Yes
46630,15,16413707472,2024-06-06,No,No
86970,11,69705857531,2023-09-06,No,No
59378,11,28060596402,2023-10-10,No,No
43859,3,78401741547,2023-08-16,Yes,Yes
62845,10,21635244095,2023-04-12,Yes,Yes
30965,8,26465897467,2024-06-07,Yes,No
34875,4,89830774520,2023-09-26,No,No
58771,12,04073258543,2023-08-07,No,No
81296,1,07478261974,2023-06-26,No,No
64729,11,27104960117,2023-12-09,No,No
31647,7,52252278647,2024-08-18,Yes,Yes
74357,13,57548364059,2023-03-15,Yes,Yes
18068,15,69487555684,2024-01-18,Yes,No
35046,11,11356509179,2023-06-08,No,No
98085,3,34297815864,2024-11-19,No,No
59327,12,04498278370,2023-07-13,No,No
80548,11,34498745173,2023-06-20,Yes,Yes
67009,9,42375535038,2024-11-23,No,No
30488,2,15183654545,2023-04-07,No,No
41509,14,67649893378,2024-02-09,Yes,No
29855,5,35604777211,2023-05-04,No,No
94115,13,24673991700,2023-03-09,Yes,No
23898,8,76446292818,2023-03-01,No,No
25668,10,71020010459,2023-10-06,No,No
80783,8,55200025711,2024-03-18,Yes,No
68734,12,17548596899,2023-02-14,No,No
68788,10,58095583872,2024-10-23,Yes,Yes
88208,5,61154685998,2024-11-24,Yes,No
16063,6,20666438272,2023-09-14,No,No
64036,8,83593251613,2024-12-24,No,No
12793,6,96440499575,2024-12-27,Yes,Yes
30200,1,56286331518,2024-11-04,No,No
41139,4,11845093651,2024-01-12,Yes,No
74850,11,96413523777,2024-01-15,No,No
84251,6,16001035088,2023-02-06,No,No
42063,4,61743059756,2024-05-09,No,No
38357,15,17463929797,2024-01-12,Yes,Yes
77434,7,85554538265,2023-03-18,No,No
76705,2,87048527662,2024-08-28,Yes,No
15231,8,70909941493,2024-01-28,Yes,No
83452,13,54335790495,2024-11-22,Yes,Yes
86608,12,24689524301,2023-03-21,No,No
60157,6,40837863090,2024-04-23,No,No
65636,1,80353352510,2023-03-19,No,No
75673,6,02168143422,2024-03-14,No,No
45575,1,70208280064,2024-12-01,Yes,Yes
91874,10,10425856332,2024-08-03,No,No
36885,3,04419906133,2024-03-27,No,No
31494,14,63660105263,2024-04-07,No,No
45848,5,61805684999,2024-07-08,No,No
20117,6,96148892139,2023-03-09,No,No
81758,11,05766196736,2023-11-06,No,No
64844,8,93871202023,2024-06-07,No,No
52646,14,45964021890,2023-03-30,Yes,Yes
83495,10,14859441171,2023-09-20,Yes,Yes
34238,1,07502778778,2024-05-16,No,No
66593,3,50374938415,2023-11-05,Yes,Yes
53461,15,71403994885,2023-10-15,No,No
32551,8,86407236073,2024-10-22,Yes,No
81749,1,05677630363,2024-10-24,Yes,No
47682,7,18608520514,2023-10-04,Yes,Yes
21224,4,44826852954,2023-10-27,No,No
19265,2,36173556059,2023-07-11,No,No
85156,9,87842185163,2024-08-30,No,No
30405,2,62953794444,2024-11-28,Yes,Yes
98108,2,33466759366,2024-04-17,No,No
13801,7,54134273360,2024-11-02,No,No
43712,4,27645023618,2023-10-25,Yes,No
76073,2,47458401847,2023-09-25,No,No
28428,8,30033361343,2023-08-05,No,No
86530,13,11920552438,2023-08-11,Yes,Yes
39710,5,58084634585,2023-09-08,No,No
61153,10,26404886854,2023-07-23,Yes,Yes
52021,8,15034250734,2024-08-13,No,No
52691,5,08719294157,2024-06-10,Yes,Yes
77466,10,76100381664,2023-01-31,No,No
50162,6,35337776242,2023-12-01,No,No
65117,14,78980731136,2023-04-26,Yes,No
68777,5,59391454452,2024-01-18,No,No
53894,11,59903962472,2024-05-03,No,No
83433,14,48147244984,2023-02-22,No,No
52464,10,10183033574,2024-05-29,Yes,Yes
73650,7,20271299468,2023-03-25,No,No
97311,11,43930918650,2023-08-18,No,No
83717,3,00190284746,2024-12-12,Yes,Yes
31337,11,62321103048,2024-05-26,Yes,Yes
73220,14,23483583211,2024-05-18,Yes,No
94712,5,10924727820,2024-10-23,No,No
90257,1,63596485992,2024-02-23,Yes,No
94674,1,21092857888,2023-04-24,Yes,Yes
13935,3,49500710598,2023-02-21,No,No
99334,8,70359440872,2023-02-25,No,No
96274,1,64571582969,2023-02-25,No,No
17496,3,21784725918,2024-08-01,Yes,No
81128,1,57291944138,2023-12-29,No,No
77287,10,20509087728,2023-07-15,No,No
87753,15,41255338047,2023-09-10,Yes,Yes
52148,6,69580670641,2023-10-02,No,No
16981,10,58246857371,2024-07-15,Yes,No
60569,12,10223312786,2023-08-22,Yes,Yes
89256,2,08902136093,2023-08-21,Yes,No
43255,2,89985064592,2023-03-31,Yes,Yes
41154,4,81875107339,2023-05-30,Yes,Yes
31154,8,05940497750,2024-04-07,Yes,Yes
21892,13,79472422999,2023-04-28,No,No
50055,9,42433718531,2024-05-03,Yes,No
40106,13,37770057216,2023-12-06,No,No
97780,10,23789385810,2024-07-09,Yes,Yes
90995,3,09314167838,2024-12-25,Yes,Yes
32078,9,18786811916,2023-02-09,Yes,Yes
52009,10,76773206080,2023-05-27,Yes,Yes
58918,13,79573020218,2024-08-29,Yes,No
72672,12,74594867861,2023-08-30,No,No
66912,4,24086448860,2024-03-29,Yes,Yes
80432,10,84349160470,2024-09-28,Yes,Yes
94721,9,81161948926,2023-10-04,Yes,Yes
18692,2,34106529153,2024-12-21,No,No
49222,9,18601257304,2023-05-09,Yes,No
22200,14,22616918887,2023-06-27,Yes,Yes
62057,2,27721408697,2023-12-31,Yes,No
57089,10,74971858030,2024-06-25,No,No
59302,3,61716592895,2023-06-17,Yes,No
94818,2,19753243640,2024-07-26,No,No
50754,4,69467093639,2023-01-23,Yes,No
23320,3,37075413277,2024-12-23,No,No
54726,13,68283434228,2023-07-01,No,No
90775,9,38160924640,2024-03-05,No,No
11144,9,89976385482,2023-09-03,Yes,Yes
17178,4,94547984097,2023-07-31,Yes,Yes
43022,5,46389415398,2023-08-22,No,No
35222,15,94897933438,2023-03-04,Yes,No
44289,3,70776442611,2023-04-25,Yes,Yes
66283,3,26601057906,2023-10-13,No,No
96557,2,24840089409,2023-05-09,Yes,No
12344,1,44875767329,2023-02-01,No,No
20256,10,06500703683,2024-01-08,No,No
95927,1,67449609798,2023-03-23,No,No
55308,10,25878610683,2023-04-01,No,No
81893,2,26835688317,2023-12-26,Yes,No
86238,10,99971340447,2024-02-12,No,No
34243,12,63969185821,2024-03-02,No,No
58250,12,61070046594,2023-07-02,Yes,No
22390,2,12656694141,2024-07-29,No,No
23858,14,46605941514,2024-03-20,Yes,No
87927,10,72661708288,2023-07-13,Yes,Yes
73673,1,41641741700,2024-03-24,Yes,Yes
20058,6,54815285537,2023-09-06,No,No
48313,15,35767112405,2024-07-26,No,No
13366,8,38642790577,2023-06-24,Yes,Yes
74563,4,60669164034,2024-04-14,Yes,Yes
34148,6,93242009370,2024-03-02,No,No
41748,6,58816437575,2024-11-30,No,No
92811,4,14228761032,2023-11-20,Yes,Yes
68966,1,97570004169,2024-07-27,No,No
24061,8,22976824792,2024-08-07,Yes,No
21221,12,65473521200,2024-03-18,Yes,Yes
16639,15,73656914349,2023-06-13,Yes,No
55949,14,13413758956,2023-09-03,Yes,Yes
75265,5,06902583255,2024-07-19,Yes,No
34118,4,81551766967,2024-07-16,Yes,Yes
55501,7,88401935089,2023-12-31,Yes,Yes
17318,10,27977314465,2023-07-09,Yes,No
87140,7,72526655391,2024-09-01,Yes,No
73307,13,50721403196,2023-02-04,No,No
98891,14,80428654250,2023-01-02,No,No
95926,9,54940146211,2024-06-08,Yes,Yes
95325,6,08041631861,2023-03-18,Yes,No
30269,7,93994651554,2024-11-20,Yes,Yes
27335,10,11015832822,2023-11-13,Yes,Yes
65826,2,91987052963,2024-04-30,No,No
77066,10,63628115224,2024-07-17,Yes,No
53057,6,49984113686,2024-10-17,No,No
91071,7,18819184491,2024-04-29,Yes,Yes
99855,15,35951724895,2024-11-05,Yes,Yes
36782,8,59008265587,2024-03-03,No,No
11642,8,54473273898,2024-06-11,Yes,Yes
81010,13,37677452981,2023-10-13,Yes,Yes
99703,13,28801270059,2023-11-11,No,No
56833,8,50458897597,2023-04-09,Yes,Yes
75111,9,77894747623,2024-10-11,Yes,No
28065,10,12444580814,2024-09-27,No,No
79774,3,56000854531,2023-10-25,No,No
18806,1,86085620118,2024-05-15,No,No
45101,3,05414467062,2023-12-08,Yes,Yes
34440,5,26701838506,2024-09-03,No,No
22152,7,01234176773,2024-09-25,No,No
41453,11,41764479893,2023-09-05,Yes,Yes
88352,10,88471254939,2023-03-21,No,No
19152,3,16734963517,2024-05-18,Yes,No
59676,14,23778164426,2024-06-23,Yes,No
14763,7,98027975577,2024-07-09,Yes,No
77434,13,15538126071,2023-03-15,No,No
20107,7,86433641193,2024-11-21,No,No
39028,9,43146433097,2024-01-30,Yes,Yes
37388,13,91087706847,2024-07-29,No,No
42581,10,33369558992,2023-10-07,Yes,No
78611,6,78707159029,2024-05-16,Yes,Yes
82385,10,54353453361,2024-01-21,No,No
42127,6,82759269471,2023-03-29,Yes,No
55318,5,29589465082,2024-06-01,Yes,Yes
19608,12,90599675355,2023-08-09,No,No
95619,6,08268273582,2024-03-23,No,No
81978,14,38395669938,2024-02-09,Yes,Yes
11641,9,57810270764,2024-01-20,Yes,Yes
50999,2,60388003669,2024-01-10,Yes,No
81200,6,92934574939,2024-01-04,Yes,No
42894,15,93911863725,2023-12-20,Yes,Yes
32575,6,04874147036,2023-10-18,Yes,Yes
19616,15,00741635044,2023-01-20,No,No
88508,3,69469582370,2023-05-27,Yes,Yes
98996,4,51702299586,2023-04-21,Yes,Yes
87731,2,67258410607,2024-09-16,Yes,No
98885,7,28354194965,2024-09-29,Yes,No
67122,13,94534285569,2024-12-26,No,No
34831,13,45020183684,2023-09-16,No,No
31441,11,35154082787,2024-03-12,Yes,Yes
60498,4,31013243937,2024-11-13,Yes,No
71810,8,13483526406,2023-04-11,No,No
95635,12,78789062079,2024-07-01,No,No
40695,2,96754550921,2023-01-05,No,No
74547,14,29898817043,2023-04-25,Yes,Yes
41456,13,16435520383,2024-09-26,Yes,No
38511,7,12392904271,2023-04-18,No,No
44786,1,59787941515,2023-11-02,Yes,Yes
61731,15,91871081613,2023-04-04,Yes,No
81412,10,47117998629,2023-07-09,Yes,No
56284,11,48156242774,2024-03-26,Yes,Yes
80493,15,68553393768,2024-01-13,Yes,Yes
21678,12,87244816291,2024-12-22,Yes,Yes
43233,1,90338109932,2024-01-17,No,No
95119,15,40812431009,2024-05-27,Yes,No
43962,5,14277295039,2023-10-13,Yes,Yes
48864,13,67250977316,2024-01-12,Yes,Yes
16001,1,50161300264,2023-09-30,No,No
31724,10,17254669210,2024-02-22,No,No
61498,12,61380950549,2023-11-25,Yes,Yes
12760,15,86812447777,2023-09-12,No,No
31516,3,04852800005,2023-09-26,Yes,No
41626,6,00324933744,2023-09-17,No,No
32874,8,50772224848,2023-02-23,Yes,Yes
47672,3,34037741635,2023-08-28,No,No
32476,12,93637920610,2024-02-13,No,No
62234,1,42553567780,2024-09-22,Yes,Yes
30872,1,30681841177,2023-07-17,Yes,No
88384,1,89616446941,2024-10-23,No,No
20932,15,91986663950,2024-11-15,No,No
44330,2,55090349199,2023-12-30,Yes,Yes
94971,15,48799503326,2024-06-21,No,No
76032,2,25714474956,2024-02-26,No,No
31413,3,99378166500,2023-03-08,Yes,Yes
15512,3,41039281729,2024-06-06,No,No
99519,9,58220933685,2023-10-09,Yes,No
78566,4,54958174838,2024-04-01,Yes,Yes
80924,1,47897803831,2024-06-11,No,No
94117,3,38828140610,2024-11-03,Yes,Yes
52020,12,00973120545,2024-12-06,Yes,No
41524,11,01196894575,2024-06-04,No,No
77098,8,23601535432,2024-08-18,No,No
10152,9,64661893573,2023-11-26,No,No
74141,9,57410670581,2024-12-25,Yes,No
55581,12,34723538069,2024-08-05,Yes,No
89605,9,33300898650,2024-06-06,No,No
57915,7,22545525461,2023-09-25,No,No
12904,5,69861644244,2024-02-06,Yes,Yes
18811,6,74517146555,2023-07-24,No,No
97168,8,97905592634,2023-10-26,Yes,Yes
48081,14,76455786471,2024-05-22,Yes,Yes
60857,8,25898176531,2023-12-08,Yes,No
78361,13,08195263035,2023-01-28,Yes,Yes
64605,9,82855702938,2023-06-02,No,No
56603,2,71481267881,2023-07-14,No,No
58209,7,24123025766,2024-10-24,No,No
16497,5,70959158732,2024-11-20,No,No
95998,9,66714063044,2024-08-22,Yes,Yes
21320,8,92835760225,2024-07-09,Yes,Yes
26369,5,96460324370,2023-04-15,Yes,Yes
54459,14,83392017841,2023-07-27,No,No
86064,9,44203136515,2024-04-07,No,No
83473,12,79318803757,2024-01-05,Yes,No
20743,12,55023023925,2023-05-10,Yes,Yes
97891,9,09088737241,2024-10-18,No,No
90710,8,95968441633,2024-02-09,Yes,No
81495,14,26145000079,2024-11-05,Yes,Yes
39248,13,39356360564,2024-06-16,Yes,Yes
62765,9,91824477203,2023-04-13,No,No
82160,6,92769787590,2023-12-03,Yes,No
36944,9,15236641716,2023-05-05,Yes,Yes
20290,15,20770170011,2023-07-27,Yes,Yes
66952,1,83861395123,2023-10-20,Yes,Yes
46073,9,34422469370,2024-02-01,Yes,No
97292,1,48384912207,2024-05-28,No,No
75367,7,75651586443,2024-03-07,No,No
20152,5,24208480003,2023-08-18,No,No
66426,8,58859765973,2023-02-15,No,No
55714,15,14155058821,2024-10-15,No,No
73857,4,73148662304,2023-10-05,Yes,Yes
15038,11,36759114605,2024-04-04,No,No
70938,1,14160518037,2023-04-03,Yes,Yes
75693,4,08453489877,2023-05-20,No,No
54311,7,38140175894,2024-06-15,No,No
51756,14,19713817373,2024-01-03,No,No
19604,4,77084301105,2024-07-30,Yes,Yes
37447,15,78418479919,2024-12-31,No,No
42168,1,88096515473,2024-09-30,No,No
94531,14,73519460012,2023-04-29,Yes,Yes
29038,4,46721071691,2023-10-12,Yes,No
34296,9,75237409652,2023-08-10,Yes,Yes
73275,6,03253261634,2023-04-03,Yes,No
97084,12,43606789800,2023-01-06,No,No
95742,7,51789882440,2023-01-16,Yes,Yes
31304,12,17634153710,2023-11-10,Yes,Yes
28085,15,14368107634,2023-11-21,Yes,Yes
65627,4,26058008818,2023-09-07,Yes,Yes
65018,1,24731096989,2023-09-04,Yes,Yes
12631,1,56981272075,2024-11-15,Yes,Yes
59746,14,72660572336,2024-11-21,Yes,No
95573,11,96647687117,2023-05-02,No,No
21208,7,21614590710,2023-02-09,Yes,Yes
31697,11,94737406983,2024-03-28,Yes,Yes
27094,13,23153358925,2024-06-05,No,No
46008,9,89011841290,2023-03-19,No,No
56636,6,23665770681,2023-05-13,No,No
21138,7,40485297270,2024-06-21,No,No
64812,14,60393740489,2023-11-03,No,No
41032,1,44329187821,2024-08-26,No,No
99325,7,67692142684,2024-02-17,Yes,Yes
97129,6,31230026918,2023-12-04,No,No
28612,2,12737324312,2024-02-05,Yes,Yes
35524,12,07619541941,2024-01-27,No,No
29760,3,24809432583,2024-04-16,Yes,Yes
57025,7,92095939658,2023-07-30,Yes,No
93698,5,21637534796,2023-05-08,No,No
52517,14,56243034352,2023-04-30,Yes,Yes
39290,8,50019620065,2024-07-10,Yes,Yes
92905,9,34290457756,2023-12-26,No,No
26320,2,17941766678,2024-03-20,Yes,Yes
64585,11,72056857586,2024-06-01,Yes,No
67276,9,10951534920,2024-07-31,Yes,No
71557,5,18064038502,2023-07-09,No,No
11277,9,61442741899,2024-02-08,Yes,Yes
46037,7,15631627973,2024-04-22,Yes,Yes
27786,8,62551018004,2024-12-26,Yes,No
98414,10,57308615991,2023-12-21,Yes,No
61818,3,93750226373,2023-07-16,No,No
60983,5,37872869269,2024-03-21,No,No
49306,1,52021058905,2024-10-22,No,No
87249,12,96770643963,2024-08-18,Yes,No
99042,9,24576973756,2024-05-10,Yes,No
52120,5,04155728803,2024-06-17,No,No
25955,6,46041021464,2024-04-10,No,No
25439,1,53379210487,2023-04-04,Yes,Yes
62442,4,44271341520,2023-08-04,No,No
31127,6,95769315628,2023-08-21,No,No
76910,10,21738551716,2023-09-19,No,No
44752,13,10382951974,2024-02-05,No,No
57093,7,17037999450,2023-01-03,Yes,No
56416,2,39096456386,2024-09-26,No,No
44235,4,26941490492,2023-09-03,Yes,Yes
98474,8,35730060194,2024-06-22,Yes,Yes
23787,13,07960192142,2024-06-01,Yes,Yes
63599,1,96581815187,2023-10-20,Yes,No
58639,12,87703016330,2023-01-16,No,No
19026,5,82996051075,2023-10-04,Yes,Yes
32586,11,13233192923,2023-03-12,Yes,Yes
67820,13,09713595269,2024-11-15,No,No
75026,7,80060812609,2023-11-02,No,No
26362,10,87806127131,2024-10-31,No,No
84640,12,80150750838,2024-11-28,No,No
11311,5,68105563545,2023-11-26,No,No
92872,8,14976788821,2024-12-26,Yes,Yes
98341,8,77646648162,2024-10-07,No,No
33884,13,41215514621,2024-06-21,Yes,Yes
93891,5,14661187104,2023-08-17,No,No
92007,10,36093712297,2023-10-20,Yes,No
81253,9,01057917087,2023-07-25,No,No
26192,6,26445081771,2024-05-29,No,No
66260,12,01936905096,2023-09-07,No,No
15202,9,95336377339,2024-08-22,No,No
36308,14,66811770072,2023-08-29,Yes,Yes
45144,13,24913056690,2024-03-15,No,No
20948,10,18350959761,2024-04-26,No,No
51629,5,66121307108,2023-12-22,No,No
51164,7,94175428136,2023-04-22,No,No
43660,7,34921062949,2023-03-23,No,No
56179,1,18018373381,2023-11-06,Yes,Yes
64244,11,30129835122,2024-10-30,Yes,No
94000,6,51077128202,2024-06-25,Yes,No
71672,4,07047451383,2023-12-19,No,No
90918,4,74433956854,2024-06-20,No,No
82484,13,51315301544,2024-03-16,Yes,No
36633,14,28058345649,2023-09-21,No,No
17734,5,87812631763,2024-05-08,Yes,Yes
76105,15,02301915067,2023-09-26,Yes,Yes
55418,11,85662118863,2023-07-21,No,No
36675,10,67105254066,2024-12-04,Yes,Yes
95599,9,54705717470,2023-07-05,Yes,Yes
85615,11,12142977936,2024-03-18,Yes,No
45867,13,84666219589,2024-09-01,No,No
35752,1,41611970906,2023-06-04,No,No
13104,6,28348226582,2023-05-04,No,No
50144,4,23382833867,2024-08-30,Yes,Yes
95188,2,12139267895,2024-06-06,No,No
18661,8,67737839249,2024-03-10,No,No
43491,10,62002612183,2023-02-02,Yes,Yes
20978,15,68046767600,2024-10-17,Yes,Yes
99428,14,34263171139,2024-08-26,No,No
60135,15,20232367892,2024-08-09,Yes,No
49455,4,69619998936,2023-01-15,Yes,No
16205,3,89171842272,2024-08-05,Yes,No
15212,6,04689331437,2024-11-10,Yes,Yes
82058,15,47289585144,2024-07-22,Yes,No
36296,12,61716189252,2024-12-03,No,No
11523,6,58446260233,2024-04-03,No,No
53963,6,97515747377,2023-08-30,No,No
66981,12,96981734587,2023-09-18,No,No
45909,1,24288444008,2023-04-24,No,No
82067,9,88674603954,2024-01-09,No,No
37379,8,53971877745,2023-03-30,Yes,No
90778,4,14118227618,2024-03-09,No,No
94844,13,04910097828,2023-10-20,Yes,No
47752,9,55238017090,2023-08-21,No,No
36630,7,31811222852,2023-12-25,No,No
53223,2,95633508879,2024-01-27,Yes,No
10573,9,67705080525,2024-05-17,No,No
76189,13,02304495501,2024-12-22,Yes,Yes
16534,7,76847699710,2024-03-27,Yes,No
55005,12,44310709619,2023-04-16,No,No
86813,14,04281497221,2024-05-31,Yes,Yes
39434,5,28939594504,2023-06-11,No,No
55340,8,49055462852,2024-05-30,No,No
34425,2,92448693830,2024-09-13,No,No
60677,13,84420816481,2023-01-04,No,No
34809,9,98048727240,2023-10-05,Yes,No
16925,8,97444154565,2024-08-03,Yes,No
18911,9,78590060928,2023-12-26,No,No
15315,6,24462466988,2023-10-31,Yes,Yes
51653,15,34085818967,2024-07-27,No,No
93550,13,72370845205,2023-06-12,No,No
45264,12,89677036584,2023-10-20,No,No
30482,15,03931411681,2024-01-03,No,No
16330,14,45964073263,2023-08-01,Yes,No
18802,2,54286369959,2024-08-30,Yes,Yes
89598,11,45198996320,2024-10-26,No,No
83054,13,42684630010,2024-07-25,No,No
25097,3,64237328443,2024-10-22,No,No
14845,12,87188331788,2024-08-04,No,No
13894,13,64283651736,2023-08-11,No,No
90447,13,06899820583,2023-01-23,Yes,Yes
38961,7,21738374664,2023-09-16,No,No
58819,11,40786479531,2023-09-25,No,No
92421,12,65483349674,2024-05-07,No,No
17394,12,02927484114,2024-05-24,No,No
76112,10,40101951824,2023-08-13,Yes,No
46847,9,74499870451,2024-06-24,Yes,Yes
63364,6,28910520024,2023-02-04,No,No
91228,10,00617004812,2023-06-05,Yes,Yes
54663,1,14272170375,2023-09-30,Yes,No
99030,4,55565138848,2024-10-15,No,No
42897,3,75666150485,2024-03-26,No,No
63291,10,93088998610,2024-09-29,Yes,Yes
82279,1,31138904085,2024-09-10,Yes,No
84307,2,89194218937,2023-03-13,No,No
42514,4,69495508157,2023-05-29,No,No
64211,10,80571799248,2024-12-31,Yes,Yes
53793,13,36805882349,2023-09-23,Yes,Yes
75653,6,51152255489,2024-08-22,Yes,Yes
86913,7,49473001183,2024-04-03,No,No
99558,3,46812230014,2024-11-07,No,No
74137,4,21289329881,2023-05-29,Yes,Yes
57316,15,82133319624,2024-02-23,Yes,No
27706,7,58082361807,2023-07-07,Yes,No
37565,2,20922495003,2024-07-31,No,No
42132,9,08202459988,2023-06-11,No,No
24638,3,58699434962,2023-11-14,Yes,Yes
38301,9,61308166627,2023-12-10,Yes,Yes
72864,5,25214579179,2023-05-25,No,No
65639,12,89025488970,2023-08-14,No,No
30591,6,98839622684,2024-06-17,Yes,No
85820,9,66853367322,2023-09-29,Yes,No
49991,11,21410986232,2023-09-27,No,No
49662,11,97351627174,2024-01-20,No,No
47050,14,94682479456,2023-10-07,Yes,Yes
70787,13,15395498704,2024-10-10,Yes,Yes
55958,4,96639650079,2023-01-28,Yes,Yes
58569,13,08559934931,2024-08-03,Yes,No
83424,10,18192620802,2024-09-20,No,No
94033,1,28872619063,2024-03-14,Yes,No
57473,12,48559216170,2024-10-01,No,No
78538,11,07165610400,2023-12-27,No,No
10998,14,99727379803,2024-02-17,No,No
90125,5,35419843405,2023-07-16,No,No
90585,1,90271012335,2023-02-23,Yes,Yes
91747,8,71155697541,2024-01-14,Yes,Yes
89738,5,53112400435,2024-02-17,No,No
91202,12,96027035053,2023-11-05,No,No
74564,5,62308760490,2023-05-16,Yes,No
40655,5,58067600276,2023-09-13,No,No
86733,6,33150178188,2024-10-27,No,No
20994,4,59400843216,2023-12-21,No,No
40650,7,85952600592,2023-06-07,No,No
84161,13,61279299617,2024-06-08,No,No
56554,10,09339558985,2023-04-05,Yes,No
73944,2,77319310946,2024-04-16,No,No
65228,11,66677671356,2023-12-06,No,No
79887,13,20549496161,2023-11-24,No,No
45224,11,73009103549,2024-10-27,Yes,No
17129,7,59442485793,2023-03-07,No,No
49770,2,87465453048,2023-06-24,Yes,Yes
43143,2,28931515122,2023-07-30,Yes,No
48015,8,40864249073,2023-05-10,Yes,No
81146,14,00133491079,2024-08-18,No,No
13081,10,50730017948,2024-11-11,No,No
12545,9,58758734944,2024-07-05,Yes,No
41183,10,49914315338,2024-01-21,Yes,Yes
64752,14,57599600669,2023-12-24,No,No
53479,6,35108979551,2024-07-27,No,No
16984,9,25990277029,2024-03-13,Yes,Yes
14527,13,10362309825,2023-04-21,No,No
32489,13,15589211948,2024-01-05,Yes,Yes
60999,4,10907495244,2024-04-06,No,No
63013,4,06872676185,2024-05-22,Yes,Yes
68996,8,50082957719,2024-05-13,No,No
91934,15,33163018937,2023-12-09,Yes,Yes
40496,12,99061547521,2024-08-16,Yes,Yes
72571,2,86956617007,2023-08-03,Yes,No
31188,11,35193849858,2023-05-28,Yes,Yes
78028,3,72820539308,2024-12-07,No,No
89993,10,64039490306,2024-04-12,Yes,Yes
99535,6,23778237904,2023-08-12,Yes,Yes
33572,14,56065681869,2023-09-27,No,No
56126,15,57974057413,2023-03-16,Yes,Yes
26725,7,40147718877,2024-09-19,No,No
32002,4,55078077856,2024-07-14,No,No
40830,8,03644198717,2023-02-25,Yes,No
88892,13,05743884180,2024-09-13,Yes,No
20430,3,37503216986,2023-10-16,No,No
30884,6,77605317244,2023-08-28,No,No
98371,14,90282870881,2024-05-27,Yes,Yes
20528,15,03634350913,2024-02-11,Yes,Yes
33200,9,62326445799,2024-06-07,No,No
62313,14,30408132432,2023-12-26,No,No
40337,7,83229217164,2023-07-17,No,No
46305,12,38697662083,2023-02-17,Yes,No
10035,3,43411580008,2024-11-15,Yes,No
62506,6,23974863407,2023-07-02,Yes,No
19297,1,71600633766,2024-07-21,No,No
58268,3,66404916954,2023-08-06,Yes,Yes
43732,8,17816376301,2024-05-28,Yes,No
32253,4,85219349053,2024-03-08,No,No
27551,5,45177831318,2023-04-09,Yes,No
74166,8,83434200674,2023-02-24,No,No
67521,11,56267094573,2024-01-16,Yes,No
19747,8,55874879019,2024-04-04,No,No
19783,3,02743603528,2024-07-15,Yes,Yes
91940,2,39944515045,2024-08-10,Yes,Yes
53533,4,06398782508,2023-11-12,Yes,No
35967,2,14994581245,2024-04-27,Yes,Yes
30246,9,91018424593,2024-10-22,No,No
71243,10,83395163087,2023-08-03,No,No
35964,12,64768023123,2023-06-22,Yes,Yes
96310,2,08070592614,2023-08-14,Yes,Yes
86617,3,45470682563,2024-10-01,No,No
67752,10,98279776456,2023-12-07,No,No
82529,8,08846730141,2024-10-30,Yes,No
89671,6,65676969564,2024-08-06,Yes,Yes
79796,4,61609919640,2024-11-23,No,No
38864,13,43033565751,2023-04-01,Yes,Yes
66370,5,13665284008,2024-08-17,Yes,No
78162,4,06255929207,2024-07-20,Yes,Yes
82956,8,81971973304,2024-12-19,No,No
80321,2,38557637651,2023-02-23,No,No
60544,1,19390238793,2023-11-27,Yes,No
47435,2,98283610893,2023-04-17,No,No
25929,9,44766453890,2023-02-28,No,No
81645,10,90539867980,2024-11-06,Yes,Yes
95491,15,37925065654,2023-05-31,No,No
19987,5,33933978161,2024-09-10,No,No
78281,7,82610927536,2023-04-16,Yes,Yes
22841,4,48475493156,2023-06-08,No,No
77287,13,71095516209,2023-11-03,Yes,Yes
93976,8,64798426621,2024-12-04,No,No
32013,12,49104162377,2024-12-27,Yes,Yes
72862,1,04254646140,2023-06-30,No,No
55278,12,68509746439,2023-03-27,Yes,Yes
25568,5,35840471474,2023-12-02,No,No
95886,3,97309956664,2023-12-18,No,No
62460,14,60552898030,2023-05-10,No,No
29562,6,31716004607,2023-04-09,Yes,No
27184,1,38404500675,2024-11-11,No,No
75203,10,26967902721,2023-07-18,No,No
53720,5,70612912416,2024-07-03,No,No
47516,10,53071058905,2024-09-09,Yes,No
27238,14,13394321544,2024-07-31,No,No
63198,15,85566285077,2023-02-16,No,No
37602,12,72465702840,2024-12-03,No,No
32376,14,28538934697,2023-07-05,Yes,Yes
88851,14,39888836217,2024-07-03,No,No
87902,8,69140378260,2024-10-15,No,No
22951,6,17783525129,2024-05-21,No,No
91407,15,31955507482,2024-05-04,No,No
25723,12,10177651975,2024-05-03,Yes,No
65467,5,98786967721,2024-02-03,Yes,Yes
